year,name,mean,median,sd,lcl_90,ucl_90
2022,farm_kha,2036.6120121107667,2037.1853586520278,345.8056930595356,1471.512857521721,2602.236470703038
2022,farm_knumber,16.211627444524233,16.222314977683645,0.9855710598148898,14.56189097486794,17.8547712888752
2022,farm_msales,12.464733118140975,12.483465865049544,2.349564199916989,8.607556472815698,16.348119440201245
2027,farm_kha,2205.7275264579607,2210.6376271336967,460.5776517723734,1458.371220481025,2960.111383048356
2027,farm_knumber,17.119744395356207,17.150636908804245,1.3310902125004758,14.912257693330446,19.295005492145304
2027,farm_msales,15.718389624108832,15.764444614402551,3.0745091207735324,10.63350536927866,20.77780385676773
2032,farm_kha,2378.9528429600896,2371.815204830592,574.1879182170085,1458.5859214784296,3345.286414412833
2032,farm_knumber,18.050795442708225,18.062558020281834,1.6710955079246774,15.348247007086178,20.78832831108007
2032,farm_msales,18.939085643317178,18.927733307352618,3.939121533780945,12.32282077855888,25.43006505410098
